#Number;State;DataSource;Name;Identifier;Year;Description;Standard;Platform;Language;Wikipedia;Domain;Width;MinWidth;MaxWidth;ReplacementChar;GeneratesNFC;ContainsBIDI;JavaLibrary
9999;checked;Deprecated;CP771;CP771;;MS DOS Lithuanian and Russian;MS;dos;cyrillic;https://en.wikipedia.org/wiki/Code_page_771;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Deprecated;CP772;CP772;;MS DOS Lithuanian and Russian;MS;dos;cyrillic;https://en.wikipedia.org/wiki/Code_page_772;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Deprecated;CP773;CP773;;MS DOS Baltic;MS;dos;latin;https://en.wikipedia.org/wiki/Code_page_773;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Deprecated;CP774;CP774;;MS DOS Lithuanian;MS;dos;latin;https://en.wikipedia.org/wiki/Code_page_774;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Deprecated;CWI;CWI;1988;Hungary (Hungarian);;dos;latin;https://en.wikipedia.org/wiki/CWI-2;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Deprecated;EBCDIC-IS-FRISS;EBCDIC_IS_FRISS;1987;Frissian I/O Interface Code;IBMZOS;zos;latin;;ebcdic;fixed8;1;1;U+001A;yes;no;
9999;unchecked;Deprecated;EUC-JP-MS;EUC_JP_MS;;;;unix;japanese;;ascii;varying8;1;3;U+001A;yes;no;
9999;checked;Deprecated;HP-Greek8;HP_Greek8;1990;Hewlett-Packard;VENDOR;hppcl5;cyrillic;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Deprecated;HP-Roman9;HP_Roman9;1990;Hewlett-Packard, Roman8 extension with euro sign;VENDOR;hppcl5;latin;https://en.wikipedia.org/wiki/HP_Roman-9;ascii;fixed8;1;1;U+001A;maybe;no;
9999;checked;Deprecated;HP-Thai8;HP_Thai8;1990;Hewlett-Packard;VENDOR;hppcl5;thai;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Deprecated;HP-Turkish8;HP_Turkish8;1990;Hewlett-Packard;VENDOR;hppcl5;latin;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Deprecated;IBM866Nav;IBM866Nav;1991;Ukraine (Ukrainian) used in TeX, seems to be close to CP1125 with differences in 0XF2 to 0xF9;RST201891;dos;cyrillic;https://en.wikipedia.org/wiki/Code_page_866;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Deprecated;ISIRI3342;ISIRI3342;1993;Persian farsi language, see http://www.farsiweb.info/table/3342.txt;ISIRI3342;national;arabic;;ascii;fixed8;1;1;U+001A;yes;yes;
9999;checked;Deprecated;ISO-IR-197;ISO_IR_197;1997;Sami Supplementary Latin Set;ISO646;national;latin;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Deprecated;ISO-IR-209;ISO_IR_209;1999;Sami Supplementary Latin Set No. 2;ISO646;national;latin;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Name;ISO-6937:2001;ISO_6937_2001;2001;Information technology - Coded graphic character set for text communication - Latin alphabet;ISO6937;international;latin;https://en.wikipedia.org/wiki/ISO/IEC_6937;ascii;varying8;1;2;U+001A;yes;no;
9999;checked;Deprecated;MacSami;MacSami;1995;Sami language in Norway;APPLEOSX;macintosh;latin;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Deprecated;MacUnitedKingdom;MacUnitedKingdom;1995;British English;APPLEOSX;macintosh;latin;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;NEXTSTEP;NextStep;1999;Latin;VENDOR;nextstep;latin;https://en.wikipedia.org/w/index.php?title=NeXT_character_set&action=edit&redlink=1;ascii;fixed8;1;1;U+FFFD;yes;no;
9999;checked;IANA;hp-roman8;HP_Roman8;1990;Hewlett-Packard version of roman, 8 bit;VENDOR;hppcl5;latin;https://en.wikipedia.org/wiki/HP_Roman-8;ascii;fixed8;1;1;U+001A;maybe;no;
9999;checked;GNU_ICONV;ARMSCII-8;ARMSCII_8;1997;Armenian;;national;armenian;https://en.wikipedia.org/wiki/ArmSCII;ascii;fixed8;1;1;U+001A;yes;no;
9999;unchecked;GNU_ICONV;GEORGIAN-ACADEMY;Georgian_Academy;;;;national;georgian;;ascii;fixed8;1;1;U+001A;yes;no;
9999;unchecked;GNU_ICONV;GEORGIAN-PS;Georgian_PS;;;;national;georgian;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;MULELAO-1;Mulelao_1;1993;MULtilingual Enhancement to GNU emacs for laotian, see http://savannah.nongnu.org/projects/mule;MULE;unix;laotian;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;CP1133;IBM1133;1996;Lao;IBMAIX;aix;laotian;https://en.wikipedia.org/wiki/Code_page_1133;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;TIS-620;TIS_620;1990;Thai Industrial Standard as of Buddhist Year 2533 which is 1990;;national;thai;https://en.wikipedia.org/wiki/Thai_Industrial_Standard_620-2533;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;windows-874;Windows_874;1992;ANSI/OEM Thai, based on TIS-620 and ISO-8859-11;MSWIN;windows;thai;https://en.wikipedia.org/wiki/Code_page_1162;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;VISCII;VISCII;1992;The Vietnamese Standard Code for Information Interchange (VISCII) is a character set comprising the Vietnamese alphabet, punctuation, and other graphemes;;national;vietnamese;https://en.wikipedia.org/wiki/Vietnamese_Standard_Code_for_Information_Interchange;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;TCVN;TCVN;1993;Telex input method, vietnamese standard TCVN 5712;;national;vietnamese;https://en.wikipedia.org/w/index.php?title=TCVN_5712&action=edit&redlink=1;ascii;varying8;1;2;U+001A;yes;no;
9999;checked;IANA;JIS_C6220-1969-ro;JIS_C6220_1969_RO;1969;Japan (Romaji);ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;unchecked;IANA;JIS_X0201;JIS_X0201;1976;;;national;japanese;;ascii;fixed8;1;1;U+001A;yes;no;
9999;unchecked;IANA;JIS_C6226-1983;JIS_C6226_1983;1983;;ISO646;national;japanese;;ascii;fixed16;2;2;U+001A;yes;no;
9999;unchecked;IANA;JIS_X0212-1990;JIS_X0212_1990;1990;;;national;japanese;;ascii;fixed16;2;2;U+001A;yes;no;
9999;checked;IANA;GB_1988-80;GB_1988_80;1980;Coded Character Set for Information Interchange, Standard Chinese;;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;unchecked;IANA;GB_2312-80;GB_2312_80;1980;;;national;chinese;;ascii;varying8;1;3;U+001A;yes;no;
9999;unchecked;GNU_ICONV;x-ISO-2022-CN-GB;ISO_2022_CN_GB;;;ISO2022;international;chinese;;ascii;varying8;1;3;U+001A;yes;no;
9999;unchecked;IANA;KS_C_5601-1987;KS_C_5601_1987;1987;;ISO646;national;korean;;ascii;varying8;1;2;U+001A;yes;no;
9999;checked;IANA;JIS_C6220-1969-jp;JIS_C6220_1969_JP;1975;Katakana, Hewlett-Packard;;national;japanese;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;unchecked;IANA;Extended_UNIX_Code_Fixed_Width_for_Japanese;Extended_UNIX_Code_Fixed_Width_for_Japanese;;;;unix;japanese;;ascii;fixed16;2;2;U+001A;yes;no;
9999;unchecked;IANA;Extended_UNIX_Code_Packed_Format_for_Japanese;EUC_JP;;;;unix;japanese;;ascii;varying8;1;3;U+001A;yes;no;
9999;unchecked;IANA;Shift_JIS;Shift_JIS;;;;national;japanese;;ascii;varying8;1;2;U+001A;yes;no;
9999;checked;GNU_ICONV;CP932;CP932;1999;Japan (Kanji);IBMPC;dos;japanese;https://en.wikipedia.org/wiki/Code_page_932;ascii;varying8;1;2;U+001A;yes;no;
9999;unchecked;IANA;ISO-2022-JP;ISO_2022_JP;;;ISO2022;international;japanese;;ascii;varying8;1;3;U+001A;yes;no;
9999;unchecked;GNU_ICONV;ISO-2022-JP-1;ISO_2022_JP_1;;;ISO2022;international;japanese;;ascii;varying8;1;3;U+001A;yes;no;
9999;unchecked;IANA;ISO-2022-JP-2;ISO_2022_JP_2;;;ISO2022;international;japanese;;ascii;varying8;1;3;U+001A;yes;no;
9999;unchecked;IANA;GB2312;GB_2312;;;;national;chinese;;ascii;varying8;1;2;U+001A;yes;no;
9999;unchecked;IANA;GBK;GBK;;;;national;chinese;;ascii;varying8;1;2;U+001A;yes;no;
9999;unchecked;IANA;GB18030;GB18030;;;;national;chinese;;ascii;varying8;1;4;U+001A;yes;no;
9999;unchecked;IANA;ISO-2022-CN;ISO_2022_CN;;;ISO2022;international;chinese;;ascii;varying8;1;3;U+001A;yes;no;
9999;unchecked;IANA;ISO-2022-CN-EXT;ISO_2022_CN_EXT;;;ISO2022;international;chinese;;ascii;varying8;1;3;U+001A;yes;no;
9999;unchecked;Name;ISO-2022-CN-CNS;ISO_2022_CN_CNS;;;ISO2022;international;chinese;;ascii;varying8;1;3;U+001A;yes;no;
9999;checked;IANA;HZ-GB-2312;HZ_GB_2312;1989;The HZ character encoding is an encoding of GB2312 that was formerly commonly used in email and USENET postings;;national;chinese;https://en.wikipedia.org/wiki/HZ_(character_encoding);ascii;varying8;1;3;U+001A;yes;no;
9999;unchecked;GNU_ICONV;EUC-TW;EUC_TW;;;;unix;chinese;;ascii;varying8;1;4;U+001A;yes;no;
9999;unchecked;IANA;Big5;Big5;;;;national;chinese;;ascii;varying8;1;2;U+001A;yes;no;
9999;checked;GNU_ICONV;CP950;CP950;1999;"ANSI/OEM Traditional Chinese (Taiwan; Hong Kong SAR, PRC), based on Big-5 with some ETEN characters at F9D6-F9FE and 34 box drawing characters and block elements";;windows;chinese;https://en.wikipedia.org/wiki/Code_page_950;ascii;varying8;1;2;U+001A;yes;no;
9999;unchecked;IANA;Big5-HKSCS;Big5_HKSCS;;;;national;chinese;;ascii;varying8;1;2;U+001A;yes;no;
9999;unchecked;GNU_ICONV;BIG5-HKSCS:1999;Big5_HKSCS_1999;;;;national;chinese;;ascii;varying8;1;3;U+001A;yes;no;
9999;unchecked;GNU_ICONV;BIG5-HKSCS:2001;Big5_HKSCS_2001;;;;national;chinese;;ascii;varying8;1;3;U+001A;yes;no;
9999;unchecked;GNU_ICONV;BIG5-HKSCS:2004;Big5_HKSCS_2004;;;;national;chinese;;ascii;varying8;1;3;U+001A;yes;no;
9999;unchecked;IANA;EUC-KR;EUC_KR;;;;unix;korean;;ascii;varying8;1;2;U+001A;yes;no;
9999;checked;GNU_ICONV;CP949;CP949;1992;KS Code including 1880 UDC;IBMPC;dos;korean;https://en.wikipedia.org/wiki/Code_page_949;ascii;varying8;1;2;U+001A;yes;no;
9999;unchecked;GNU_ICONV;JOHAB;JOHAB;;;;national;korean;;ascii;varying8;1;2;U+001A;yes;no;
9999;unchecked;IANA;ISO-2022-KR;ISO_2022_KR;;;ISO2022;international;korean;;ascii;varying8;1;3;U+001A;yes;no;
9999;unchecked;Name;ISO-2022-KR-1;ISO_2022_KR_1;;;ISO2022;international;korean;;ascii;varying8;1;3;U+001A;yes;no;
9999;unchecked;GNU_ICONV;EUC-JISX0213;EUC_JIS_X0213;;;;unix;japanese;;ascii;varying8;1;3;U+001A;yes;no;
9999;unchecked;GNU_ICONV;SHIFT_JISX0213;Shift_JIS_X0213;2004;;;national;japanese;;ascii;varying8;1;2;U+001A;yes;no;
9999;unchecked;GNU_ICONV;ISO-2022-JP-3;ISO_2022_JP_3;;;ISO2022;international;japanese;;ascii;varying8;1;3;U+001A;yes;no;
9999;unchecked;Name;Big5-2003;Big5_2003;;;;national;chinese;;ascii;varying8;1;3;U+001A;yes;no;
9999;checked;GNU_ICONV;TDS565;TDS565;2000;Turkmen Standard TDS 565;ISO2022;national;latin;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;ATARIST;AtariST;1985;Atari ST;VENDOR;atari;latin;https://en.wikipedia.org/wiki/Atari_ST_character_set;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;RISCOS-LATIN1;RiscOS_Latin1;1987;RiscOS latin from Castle Technologies;VENDOR;riscos;latin;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;CHAR;CHAR;;Local encoding of the underlying operating system;PROGLANG;c;latin;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;WCHAR_T;WCHAR_T;;Local encoding of the underlying operating system;PROGLANG;c;any;;ascii;fixed16;2;2;U+001A;yes;no;
9999;checked;GNU_ICONV;C99;C99;1999;ASCII with Unicode escape sequences;PROGLANG;c;any;;ascii;varying8;1;10;U+001A;yes;no;
9999;checked;GNU_ICONV;JAVA;Java;1994;This is ISO 8859-1 with \uXXXX escape sequences, denoting Unicode BMP characters. Consecutive pairs of \uXXXX escape sequences in the surrogate range, as in UTF-16, denote Unicode characters outside the BMP.;PROGLANG;java;any;;ascii;varying8;1;4;U+001A;yes;no;
9999;checked;IANA;DEC-MCS;DEC_MCS;1984;Multinational Character Set;VENDOR;dec;latin;https://en.wikipedia.org/wiki/Multinational_Character_Set;ascii;fixed8;1;1;U+001A;yes;no;
9999;unchecked;GNU_ICONV;DEC-KANJI;DEC_Kanji;;DEC VT220;VENDOR;dec;japanese;;ascii;varying8;1;2;U+001A;yes;no;
9999;unchecked;GNU_ICONV;DEC-HANYU;DEC_Hanyu;;DEC VT220;VENDOR;dec;chinese;;ascii;varying8;1;4;U+001A;yes;no;
9999;checked;IANA;ISO-Unicode-IBM-1261;ISO_Unicode_IBM_1261;1993?;IBM Latin-2, -3, -5, Extended Presentation Set, GCSGID: 1261;UNICODE;international;latin;https://en.wikipedia.org/w/index.php?title=Code_page_1261&action=edit&redlink=1;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;ISO-Unicode-IBM-1268;ISO_Unicode_IBM_1268;1993?;IBM Latin-4 Extended Presentation Set, GCSGID: 1268;UNICODE;international;latin;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;ISO-Unicode-IBM-1276;Adobe_Standard_Encoding;1995;Adobe PostScript Standard Encoding;UNICODE;international;latin;https://en.wikipedia.org/w/index.php?title=Code_page_1276&action=edit&redlink=1;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;ISO-Unicode-IBM-1264;ISO_Unicode_IBM_1264;1993?;IBM Arabic Presentation Set, GCSGID: 1264;UNICODE;international;arabic;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;ISO-Unicode-IBM-1265;ISO_Unicode_IBM_1265;1993?;IBM Hebrew Presentation Set, GCSGID: 1265;UNICODE;international;hebrew;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;ISO_6937-2-add;ISO_6937_2_add;1983;Communication of text in conformance with ISO 6937/2 plus addendum 1;ISO6937;international;latin;https://en.wikipedia.org/wiki/ISO/IEC_6937;ascii;varying8;1;2;U+001A;yes;no;
9999;checked;IANA;BS_4730;BS_4730;1975;United Kingdom (British);ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;IT;IT;1970;Italian (Olivetti), also UNI 0204-70;ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;ES;ES;1976;Spanish (international), Olivetti;ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;DIN_66003;DIN_66003;1974;IRV International Alphabet No. 5, German;ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;NS_4551-1;NS_4551_1;1982;Norway;ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;NF_Z_62-010;NF_Z_62_010;1982;France (French);ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;NATS-SEFI;NATS_SEFI;1975;Sweden and Finland (journalistic texts);ISO646;national;latin;;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;NATS-SEFI-ADD;NATS_SEFI_ADD;1975;Finland, Sweden;ISO646;national;latin;;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;NATS-DANO;NATS_DANO;1975;NATS, Primary Set for Denmark and Norway;ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;NATS-DANO-ADD;NATS_DANO_ADD;1975;NATS, Secondary Set for Denmark and Norway;ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;SEN_850200_B;SEN_850200_B;1975;Sweden (basic Swedish) and Finland (basic version), also finnish standard SFS 4017;ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;SEN_850200_C;SEN_850200_C;1975;Sweden (extended Swedish for names), IRV International Alphabet No. 5, Swedish;ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;PT;PT;1976;Portuguese (international), Olivetti;ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;greek7-old;Greek7_old;1976;Greek graphics (Olivetti);ISO646;national;cyrillic;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;latin-greek;Latin_greek;1976;Latin-Greek graphics;ISO646;national;cyrillic;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;NF_Z_62-010_(1973);NF_Z_62_010_1973;1973;France (obsolete since April 1985);ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;Latin-greek-1;Latin_greek_1;1976;Latin-Greek mixed graphics (Greek capitals only);ISO646;national;cyrillic;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;ISO_5427;ISO_5427;1984;Extension of the Cyrillic alphabet coded character set for bibliographic information interchange;ISO5427;bibliographic;cyrillic;;ascii;fixed8;1;1;U+001A;yes;no;
9999;unchecked;IANA;JIS_C6226-1978;JIS_C6226_1978;1978;;;national;japanese;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;BS_viewdata;BS_viewdata;1981;Viewdata and Teletext, British Post Office;ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;INIS;INIS;1981;International Nuclear Information System;ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;INIS-8;INIS_8;1981;International Nuclear Information System, non-standard extension;ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;INIS-cyrillic;INIS_cyrillic;1981;International Nuclear Information System, cyrillic;ISO646;national;cyrillic;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;ISO_5427:1981;ISO_5427_1981;1981;Extension of the Cyrillic alphabet coded character set for bibliographic information interchange;ISO5427;bibliographic;cyrillic;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;ISO_5428:1980;ISO_5428_1980;1980;Greek alphabet coded character set for bibliographic information interchange;ISO5428;bibliographic;cyrillic;https://en.wikipedia.org/wiki/ISO_5428;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;NS_4551-2;NS_4551_2;1982;Norway (obsolete since June 1987), IRV International Alphabet No. 5, Norwegian;ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;videotex-suppl;Videotex_suppl;1983;Supplementary Set of Graphic Characters for Videotex corresponding to ISO 6937/2 with a few exceptions;ISO6937;international;symbolic;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;PT2;PT2;1984;Portuguiese;ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;ES2;ES2;1984;Spanish (Basque, Castilian, Catalan, Galician), IBM;ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;MSZ_7795.3;MSZ_7795_3;1984;Hungarian Reference Version (HRV);ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;greek7;HOS_ELOT;1984;Greece (withdrawn in November 1986);ISO646;national;cyrillic;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;ASMO_449;ASMO_449;1985;Al Arabi, base for CP709;ISO9036;national;arabic;https://en.wikipedia.org/wiki/Code_page_ASMO449%2B;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;JIS_C6229-1984-a;JIS_C6229_1984_a;1984;Japan (OCR-A);ISO646;national;latin;;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;JIS_C6229-1984-b;JIS_C6229_1984_b;1984;Japan (OCR-B);ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;JIS_C6229-1984-b-add;JIS_C6229_1984_b_add;1984;Japan (OCR-B additional);ISO646;national;symbolic;;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;JIS_C6229-1984-hand;JIS_C6229_1984_hand;1984;Japan (OCR) hand-printed;ISO646;national;latin;;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;JIS_C6229-1984-hand-add;JIS_C6229_1984_hand_add;1984;Japan (OCR) hand-printed, additional;ISO646;national;symbolic;;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;JIS_C6229-1984-kana;JIS_C6229_1984_kana;1984;Japan (OCR) hand-printed, katakana;ISO646;national;japanese;;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;ISO_2033-1983;ISO_2033_1983;1983;Information processing - Coding of machine readable characters (MICR and OCR);ISO2033;international;latin;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;ANSI_X3.110-1983;ANSI_X3_110_1983;1983;Supplementary Set of Graphic Characters for Videotex and Teletex;ANSI;any;symbolic;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;T.61-7bit;T_61_7bit;1985;International (Teletex);ISO646;international;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;T.61-8bit;T_61_8bit;1985;International (Teletex Supplementary Set);ITU;international;latin;https://en.wikipedia.org/wiki/ITU_T.61;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;CSA_Z243.4-1985-1;CSA_Z243_4_1985_1;1985;Canada (No. 1 alternative, with i circumflex) (French, classical);ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;CSA_Z243.4-1985-2;CSA_Z243_4_1985_2;1985;Canada (No. 2 alternative, with E acute) (French, reformed orthography);ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;CSA_Z243.4-1985-gr;CSA_Z243_4_1985_gr;1985;Canada (General Purpose Supplementary Graphic Set);ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;T.101-G2;T101_G2;1986;Supplementary Set of Graphic Characters for CCITT Recommendation T.101, Data Sysntax III, Usage in Videotex and Broadcast Videography (Teletext) applications;ITU;international;symbolic;;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;CSN_369103;CSN_369103;;;;national;latin;;ascii;fixed8;1;1;U+001A;maybe;no;
9999;checked;IANA;JUS_I.B1.002;JUS_I_B1_002;1987;former Yugoslavia (Croatian, Slovene, Serbian, Bosnian);ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;IEC_P27-1;IEC_P27_1;1988;Technical Set;IEC;international;symbolic;;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;JUS_I.B1.003-serb;JUS_I_B1_003_serb;1988;former Yugoslavia (Serbian);ISO646;national;cyrillic;https://en.wikipedia.org/wiki/YUSCII;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;JUS_I.B1.003-mac;JUS_I_B1_004_mac;1988;former Yugoslavia (Macedonian);ISO646;national;cyrillic;https://en.wikipedia.org/wiki/YUSCII;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;greek-ccitt;Greek_CCITT;1988;Greek Character Encoding for Electronic Mail Messages, Usage is  Videotex and other telematic applications;CCITT;international;cyrillic;;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;NC_NC00-10:81;NC_NC00_10_81;1981;Graphic character set of the republic Cuba;ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;ISO_6937-2-25;ISO_6937_2_25;1989;This set of graphic characters comprises the 25 characters specified in ISO 6937-2:1983 but not in parts 1 to 9 of ISO 8859;ISO6937;international;latin;https://en.wikipedia.org/wiki/ISO/IEC_6937;ascii;varying8;1;2;U+001A;yes;no;
9999;unchecked;IANA;GOST_19768-74;GOST_19768_74;1974;Russian;;national;cyrillic;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;ISO_10367-box;ISO_10367_box;1991;Information technology -- Standardized coded graphic character sets for use in 8-bit codes;ISO10367;international;symbolic;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;latin-lap;Latin_lap;1992;Sami (Lappish) Supplementary Set;ISO4873;international;sami;;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;DS_2089;DS_2089;1974;Danish Standard;ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;us-dk;US_DK;1992;Danish;;any;latin;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;dk-us;DK_US;1992;Danish;;any;latin;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;KSC5636;KS_C_5636_1989;1989;South Korea;ISO646;national;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
9999;checked;IANA;OSD_EBCDIC_DF04_15;OSD_EBCDIC_DF04_15;;Fujitsu (former Siemens), note that this is not EBCDIC for the latin characters and digits correspond to ASCII;VENDOR;bs2000;latin;;ascii;fixed8;1;1;U+001A;yes;no;
